"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ADAMTS8",154.965452527223,8.2912256504468e-08,0.00144269457476739,0.909398626475464,0.999991371923663
"ADAMTS9",3088.07303231196,-3.53131805457808e-07,0.00144269297301278,0.772634266121086,0.999991371923663
"ADAMTSL1",882.999812198816,-3.32467245552726e-07,0.00144269426292124,0.664192697661102,0.999991371923663
"ADAMTSL2",2239.52846849374,1.04667816136329e-06,0.00144269498523226,0.0372740302612288,0.860696787201029
"ADAMTSL3",907.161285900402,2.67666436643889e-06,0.00144269574170739,0.000490261494423973,0.0614232764962506
"ADAMTSL4",2386.23400225773,-1.50746969540216e-06,0.00144269448217986,0.0861874867867729,0.999991371923663
"ADAMTSL5",247.644039065567,-1.62925118622186e-07,0.00144269441517093,0.8121873914014,0.999991371923663
"ADAP1",1186.02358187708,-5.32745416646267e-07,0.00144269439972683,0.455446010766177,0.999991371923663
"ADAP2",3276.79301229707,-9.82443839953735e-07,0.0014426943662584,0.223584315509206,0.999991371923663
"ADAR",26191.532529837,1.04107287702341e-07,0.00144269328534567,0.922738878863576,0.999991371923663
"ADARB1",3754.83294146547,1.73637352029056e-06,0.00144269332365352,0.181045572346432,0.999991371923663
"ADARB2",86.3573829167466,2.3846704411e-07,0.00144269437738221,0.734866723856427,0.999991371923663
"ADAT1",1355.76655663909,-3.98650679681811e-07,0.00144269318856439,0.731849719352412,0.999991371923663
"ADAT2",307.243339938638,-6.91756988091769e-08,0.00144269350718779,0.946370162254748,0.999991371923663
"ADAT3",426.620547690901,6.00085979758794e-07,0.00144269357238273,0.568028285280459,0.999991371923663
